Time [mm:ss]	UTC Time [hh:mm:ss]	T [°C]	Hu5 [%]	T Molybdenum [°C]
35:10.1     	12:24:35.1         	-5.24 	76.70  	-0.51
35:11.0     	12:24:36.0         	-5.27 	77.55  	-0.44
35:11.9     	12:24:36.9         	-5.31 	78.31  	-0.40
35:12.8     	12:24:37.8         	-5.34 	78.62  	-0.24
35:13.6     	12:24:38.6         	-5.37 	79.11  	-0.21
35:14.5     	12:24:39.5         	-5.40 	79.13  	-0.13
35:15.4     	12:24:40.4         	-5.42 	79.52  	-0.24
35:16.3     	12:24:41.3         	-5.45 	79.29  	-0.33
35:17.3     	12:24:42.3         	-5.46 	79.47  	-0.44
35:18.2     	12:24:43.2         	-5.48 	79.09  	-0.42
35:19.0     	12:24:44.0         	-5.50 	79.19  	-0.49
35:20.0     	12:24:45.0         	-5.52 	79.45  	-0.52
35:20.9     	12:24:45.9         	-5.55 	79.54  	-0.65
35:21.7     	12:24:46.7         	-5.55 	79.60  	-0.81
35:22.6     	12:24:47.6         	-5.56 	79.34  	-1.02
35:23.5     	12:24:48.5         	-5.56 	78.71  	-1.21
35:24.4     	12:24:49.4         	-5.57 	77.50  	-1.31
35:25.3     	12:24:50.3         	-5.59 	76.54  	-1.28
35:26.2     	12:24:51.2         	-5.60 	76.69  	-1.31
35:27.1     	12:24:52.1         	-5.64 	76.28  	-1.23
35:28.0     	12:24:53.0         	-5.67 	76.28  	-1.09
35:28.9     	12:24:53.9         	-5.70 	76.47  	-1.02
35:29.7     	12:24:54.7         	-5.73 	75.51  	-0.98
35:30.7     	12:24:55.7         	-5.72 	75.16  	-0.98
35:31.6     	12:24:56.6         	-5.71 	74.04  	-0.81
35:32.5     	12:24:57.5         	-5.72 	74.00  	-0.85
35:33.4     	12:24:58.4         	-5.76 	73.85  	-0.91
35:34.3     	12:24:59.3         	-5.78 	72.99  	-0.98
35:35.2     	12:25:00.2         	-5.79 	72.86  	-1.12
35:36.1     	12:25:01.1         	-5.78 	72.03  	-1.17
35:37.0     	12:25:02.0         	-5.79 	70.53  	-1.18
35:37.8     	12:25:02.8         	-5.80 	69.35  	-1.08
35:38.7     	12:25:03.7         	-5.83 	68.86  	-0.81
35:39.6     	12:25:04.6         	-5.86 	69.45  	-0.80
35:40.5     	12:25:05.5         	-5.87 	70.92  	-0.87
35:41.4     	12:25:06.4         	-5.85 	72.25  	-0.92
35:42.3     	12:25:07.3         	-5.84 	73.56  	-1.02
35:43.2     	12:25:08.2         	-5.85 	74.92  	-1.13
35:44.1     	12:25:09.1         	-5.90 	75.75  	-1.08
35:45.0     	12:25:10.0         	-5.93 	76.05  	-0.95
35:45.9     	12:25:10.9         	-5.94 	76.56  	-0.96
35:46.8     	12:25:11.8         	-5.95 	77.09  	-1.18
35:47.8     	12:25:12.8         	-5.92 	76.72  	-1.22
35:48.6     	12:25:13.6         	-5.90 	76.71  	-1.23
35:49.5     	12:25:14.5         	-5.94 	76.27  	-1.10
35:50.4     	12:25:15.4         	-5.95 	73.95  	-1.06
35:51.3     	12:25:16.3         	-5.91 	73.69  	-1.10
35:52.2     	12:25:17.2         	-5.84 	73.46  	-1.17
35:53.1     	12:25:18.1         	-5.77 	73.44  	-1.21
35:53.9     	12:25:18.9         	-5.75 	73.39  	-1.14
35:54.9     	12:25:19.9         	-5.76 	72.97  	-0.89
35:55.8     	12:25:20.8         	-5.77 	73.31  	-0.76
35:56.6     	12:25:21.6         	-5.77 	73.19  	-0.77
35:57.5     	12:25:22.5         	-5.76 	73.52  	-0.92
35:58.5     	12:25:23.5         	-5.72 	73.53  	-1.01
35:59.4     	12:25:24.4         	-5.69 	73.25  	-1.07
36:00.3     	12:25:25.3         	-5.69 	72.94  	-0.98
36:01.2     	12:25:26.2         	-5.74 	73.43  	-0.80
36:02.1     	12:25:27.1         	-5.75 	73.36  	-0.81
36:03.0     	12:25:28.0         	-5.72 	72.89  	-0.85
36:03.9     	12:25:28.9         	-5.69 	72.15  	-0.96
36:04.7     	12:25:29.7         	-5.71 	71.83  	-1.00
36:05.6     	12:25:30.6         	-5.76 	71.42  	-0.91
36:06.5     	12:25:31.5         	-5.77 	71.32  	-0.83
36:07.4     	12:25:32.4         	-5.77 	70.87  	-0.86
36:08.3     	12:25:33.3         	-5.74 	69.99  	-0.96
36:09.2     	12:25:34.2         	-5.71 	69.44  	-1.07
36:10.1     	12:25:35.1         	-5.69 	68.67  	-1.12
36:11.0     	12:25:36.0         	-5.69 	68.56  	-1.17
36:11.9     	12:25:36.9         	-5.72 	68.14  	-1.03
36:12.9     	12:25:37.9         	-5.76 	68.34  	-0.92
36:13.7     	12:25:38.7         	-5.82 	68.14  	-0.71
36:14.6     	12:25:39.6         	-5.84 	68.88  	-0.80
36:15.5     	12:25:40.5         	-5.85 	68.55  	-0.96
36:16.4     	12:25:41.4         	-5.83 	67.67  	-1.06
36:17.3     	12:25:42.3         	-5.81 	66.83  	-1.11
36:18.2     	12:25:43.2         	-5.80 	67.00  	-1.06
36:19.1     	12:25:44.1         	-5.79 	67.27  	-1.06
36:20.0     	12:25:45.0         	-5.80 	67.42  	-1.01
36:20.9     	12:25:45.9         	-5.81 	67.44  	-0.97
36:21.7     	12:25:46.7         	-5.82 	67.81  	-1.05
36:22.6     	12:25:47.6         	-5.85 	67.61  	-1.03
36:23.5     	12:25:48.5         	-5.89 	68.11  	-1.08
36:24.4     	12:25:49.4         	-5.93 	67.97  	-1.05
36:25.4     	12:25:50.4         	-5.97 	68.21  	-1.00
36:26.3     	12:25:51.3         	-5.97 	68.34  	-1.00
36:27.5     	12:25:52.5         	-5.97 	68.47  	-1.20
36:28.5     	12:25:53.5         	-5.93 	68.47  	-1.20
36:29.5     	12:25:54.5         	-5.93 	--     	-1.29
36:30.5     	12:25:55.5         	-5.88 	--     	-1.29
36:30.7     	12:25:55.7         	-5.88 	68.87  	-1.09
36:31.6     	12:25:56.6         	-6.10 	69.36  	-1.08
36:32.5     	12:25:57.5         	-6.12 	69.87  	-1.23
36:33.4     	12:25:58.4         	-6.14 	69.56  	-1.39
36:34.5     	12:25:59.5         	-6.15 	69.09  	-1.39
36:35.4     	12:26:00.4         	-6.15 	69.09  	-1.39
36:36.1     	12:26:01.1         	-6.18 	68.08  	-1.24
36:37.0     	12:26:02.0         	-6.19 	68.01  	-1.26
36:37.8     	12:26:02.8         	-6.21 	67.97  	-1.33
36:38.8     	12:26:03.8         	-6.23 	67.74  	-1.32
36:39.8     	12:26:04.8         	-6.24 	68.18  	-1.59
36:40.6     	12:26:05.6         	-6.20 	67.12  	-1.67
36:41.5     	12:26:06.5         	-6.17 	66.82  	-1.74
36:42.4     	12:26:07.4         	-6.20 	66.20  	-1.52
36:43.3     	12:26:08.3         	-6.22 	65.97  	-1.42
36:44.2     	12:26:09.2         	-6.22 	65.50  	-1.49
36:45.1     	12:26:10.1         	-6.18 	64.74  	-1.52
36:46.0     	12:26:11.0         	-6.16 	64.37  	-1.49
36:46.9     	12:26:11.9         	-6.20 	64.19  	-1.36
36:47.8     	12:26:12.8         	-6.24 	64.23  	-1.28
36:48.6     	12:26:13.6         	-6.24 	64.25  	-1.37
36:49.5     	12:26:14.5         	-6.22 	64.15  	-1.49
36:50.4     	12:26:15.4         	-6.24 	63.75  	-1.55
36:51.3     	12:26:16.3         	-6.29 	63.31  	-1.35
36:52.2     	12:26:17.2         	-6.33 	63.30  	-1.33
36:53.1     	12:26:18.1         	-6.33 	63.10  	-1.50
36:54.1     	12:26:19.1         	-6.31 	62.24  	-1.71
36:55.0     	12:26:20.0         	-6.31 	61.81  	-1.72
36:55.9     	12:26:20.9         	-6.37 	61.86  	-1.56
36:56.7     	12:26:21.7         	-6.41 	62.22  	-1.44
36:57.6     	12:26:22.6         	-6.42 	62.57  	-1.44
36:58.5     	12:26:23.5         	-6.41 	63.07  	-1.64
36:59.4     	12:26:24.4         	-6.40 	62.98  	-1.66
37:00.3     	12:26:25.3         	-6.39 	62.77  	-1.60
37:01.2     	12:26:26.2         	-6.41 	63.20  	-1.64
37:02.1     	12:26:27.1         	-6.43 	62.88  	-1.70
37:03.0     	12:26:28.0         	-6.45 	62.71  	-1.74
37:03.9     	12:26:28.9         	-6.51 	63.26  	-1.72
37:04.7     	12:26:29.7         	-6.51 	63.17  	-1.69
37:05.6     	12:26:30.6         	-6.53 	63.09  	-1.72
37:06.5     	12:26:31.5         	-6.54 	62.65  	-1.77
37:07.5     	12:26:32.5         	-6.55 	61.58  	-1.67
37:08.4     	12:26:33.4         	-6.56 	61.52  	-1.62
37:09.3     	12:26:34.3         	-6.58 	61.64  	-1.45
37:10.2     	12:26:35.2         	-6.61 	62.31  	-1.39
37:11.1     	12:26:36.1         	-6.64 	62.32  	-1.39
37:12.0     	12:26:37.0         	-6.66 	62.23  	-1.52
37:12.8     	12:26:37.8         	-6.68 	61.64  	-1.62
37:13.7     	12:26:38.7         	-6.69 	61.27  	-1.72
37:14.7     	12:26:39.7         	-6.70 	60.32  	-1.67
37:15.5     	12:26:40.5         	-6.70 	59.66  	-1.65
37:16.4     	12:26:41.4         	-6.69 	59.56  	-1.69
37:17.3     	12:26:42.3         	-6.68 	59.18  	-1.72
37:18.2     	12:26:43.2         	-6.69 	59.08  	-1.72
37:19.1     	12:26:44.1         	-6.70 	59.28  	-1.89
37:20.0     	12:26:45.0         	-6.71 	59.30  	-2.07
37:20.9     	12:26:45.9         	-6.67 	59.03  	-2.15
37:21.8     	12:26:46.8         	-6.66 	58.14  	-2.14
37:22.8     	12:26:47.8         	-6.67 	56.94  	-2.20
37:23.6     	12:26:48.6         	-6.70 	56.19  	-2.10
37:24.5     	12:26:49.5         	-6.72 	55.98  	-2.08
37:25.4     	12:26:50.4         	-6.76 	57.78  	-2.02
37:26.3     	12:26:51.3         	-6.78 	61.90  	-1.93
37:27.2     	12:26:52.2         	-6.81 	65.01  	-1.79
37:28.1     	12:26:53.1         	-6.84 	66.71  	-1.84
37:29.0     	12:26:54.0         	-6.88 	66.04  	-1.88
37:29.9     	12:26:54.9         	-6.90 	63.35  	-1.99
37:30.8     	12:26:55.8         	-6.92 	61.78  	-1.93
37:31.6     	12:26:56.6         	-6.93 	62.02  	-1.94
37:32.5     	12:26:57.5         	-6.96 	62.73  	-1.98
37:33.4     	12:26:58.4         	-6.98 	63.54  	-2.06
37:34.3     	12:26:59.3         	-6.99 	65.01  	-2.13
37:35.3     	12:27:00.3         	-6.98 	63.44  	-2.32
37:36.2     	12:27:01.2         	-6.96 	60.62  	-2.33
37:37.1     	12:27:02.1         	-6.94 	58.06  	-2.42
37:38.0     	12:27:03.0         	-6.93 	57.06  	-2.49
37:38.9     	12:27:03.9         	-6.93 	56.90  	-2.44
37:39.7     	12:27:04.7         	-6.93 	58.21  	-2.45
37:40.6     	12:27:05.6         	-6.96 	58.94  	-2.43
37:41.5     	12:27:06.5         	-6.96 	65.75  	-2.41
37:42.6     	12:27:07.6         	-6.97 	65.75  	-2.32
37:43.3     	12:27:08.3         	-6.97 	66.84  	-2.32
37:44.2     	12:27:09.2         	-7.15 	68.81  	-2.12
37:45.1     	12:27:10.1         	-7.20 	69.85  	-1.98
37:46.4     	12:27:11.4         	-7.25 	70.89  	-1.98
37:47.3     	12:27:12.3         	-7.25 	70.89  	-1.96
37:48.4     	12:27:13.4         	--    	71.92  	-1.96
37:48.7     	12:27:13.7         	-7.28 	71.56  	--
37:49.6     	12:27:14.6         	-7.28 	71.56  	-2.12
37:50.5     	12:27:15.5         	-7.28 	69.28  	-2.16
37:51.4     	12:27:16.4         	-7.29 	68.19  	-2.20
37:52.3     	12:27:17.3         	-7.30 	67.31  	-2.33
37:53.2     	12:27:18.2         	-7.31 	65.41  	-2.48
37:54.1     	12:27:19.1         	-7.30 	63.93  	-2.48
37:55.5     	12:27:20.5         	-7.29 	62.44  	-2.48
37:56.3     	12:27:21.3         	-7.29 	62.44  	-2.48
37:56.5     	12:27:21.5         	--    	--     	-2.48
37:56.7     	12:27:21.7         	-7.29 	63.79  	-2.72
37:57.6     	12:27:22.6         	-7.31 	62.12  	-2.72
37:58.5     	12:27:23.5         	-7.33 	61.89  	-2.65
37:59.4     	12:27:24.4         	-7.34 	61.88  	-2.59
38:00.5     	12:27:25.5         	-7.36 	61.88  	-2.59
38:01.4     	12:27:26.4         	-7.36 	61.88  	-2.74
38:02.1     	12:27:27.1         	-7.36 	62.09  	-2.73
38:03.1     	12:27:28.1         	-7.46 	62.33  	-2.73
38:03.9     	12:27:28.9         	-7.49 	62.66  	-2.67
38:04.8     	12:27:29.8         	-7.50 	62.77  	-2.63
38:05.8     	12:27:30.8         	-7.55 	63.39  	-2.67
38:06.6     	12:27:31.6         	-7.61 	63.56  	-2.59
38:07.5     	12:27:32.5         	-7.66 	64.59  	-2.60
38:08.4     	12:27:33.4         	-7.69 	65.58  	-2.55
38:09.3     	12:27:34.3         	-7.71 	66.55  	-2.56
38:10.2     	12:27:35.2         	-7.72 	66.90  	-2.56
38:11.1     	12:27:36.1         	-7.71 	67.24  	-2.64
38:12.0     	12:27:37.0         	-7.71 	67.21  	-2.72
38:12.9     	12:27:37.9         	-7.72 	67.56  	-2.90
38:13.8     	12:27:38.8         	-7.73 	67.27  	-2.93
38:14.6     	12:27:39.6         	-7.76 	67.61  	-2.92
38:15.5     	12:27:40.5         	-7.79 	67.23  	-2.79
38:16.4     	12:27:41.4         	-7.85 	67.37  	-2.72
38:17.4     	12:27:42.4         	-7.85 	67.62  	-2.71
38:18.3     	12:27:43.3         	-7.87 	68.14  	-2.83
38:19.2     	12:27:44.2         	-7.89 	68.05  	-2.81
38:20.1     	12:27:45.1         	-7.88 	68.36  	-2.97
38:21.0     	12:27:46.0         	-7.90 	70.02  	-3.10
38:21.9     	12:27:46.9         	-7.92 	71.09  	-3.21
38:22.7     	12:27:47.7         	-7.95 	71.63  	-3.22
38:23.6     	12:27:48.6         	-7.99 	72.12  	-3.24
38:24.5     	12:27:49.5         	-8.01 	72.08  	-3.18
38:25.4     	12:27:50.4         	-8.03 	72.38  	-3.14
38:26.3     	12:27:51.3         	-8.06 	72.34  	-3.03
38:27.2     	12:27:52.2         	-8.09 	72.60  	-2.99
38:28.1     	12:27:53.1         	-8.12 	72.37  	-2.88
38:29.0     	12:27:54.0         	-8.14 	72.72  	-2.93
38:29.9     	12:27:54.9         	-8.15 	72.74  	-3.05
38:30.7     	12:27:55.7         	-8.16 	72.78  	-3.15
38:31.7     	12:27:56.7         	-8.16 	73.05  	-3.31
38:32.6     	12:27:57.6         	-8.17 	73.15  	-3.37
38:33.5     	12:27:58.5         	-8.17 	73.21  	-3.37
38:34.4     	12:27:59.4         	-8.19 	73.79  	-3.42
38:35.3     	12:28:00.3         	-8.22 	73.77  	-3.42
38:36.2     	12:28:01.2         	-8.26 	74.08  	-3.43
38:37.1     	12:28:02.1         	-8.30 	74.00  	-3.25
38:38.0     	12:28:03.0         	-8.33 	74.58  	-3.20
38:38.8     	12:28:03.8         	-8.36 	74.60  	-3.18
38:39.7     	12:28:04.7         	-8.39 	74.91  	-3.21
38:40.6     	12:28:05.6         	-8.40 	75.27  	-3.28
38:41.5     	12:28:06.5         	-8.41 	75.98  	-3.49
38:42.4     	12:28:07.4         	-8.43 	76.26  	-3.58
38:43.3     	12:28:08.3         	-8.45 	76.58  	-3.70
38:44.2     	12:28:09.2         	-8.48 	76.14  	-3.61
38:45.2     	12:28:10.2         	-8.50 	76.17  	-3.56
38:46.1     	12:28:11.1         	-8.52 	75.46  	-3.52
38:46.9     	12:28:11.9         	-8.52 	75.08  	-3.67
38:47.8     	12:28:12.8         	-8.48 	74.36  	-3.75
38:48.7     	12:28:13.7         	-8.46 	73.78  	-3.95
38:49.6     	12:28:14.6         	-8.48 	73.05  	-4.03
38:50.5     	12:28:15.5         	-8.50 	72.86  	-4.03
38:51.4     	12:28:16.4         	-8.54 	72.52  	-3.78
38:52.3     	12:28:17.3         	-8.60 	72.50  	-3.57
38:53.2     	12:28:18.2         	-8.60 	72.05  	-3.45
38:54.1     	12:28:19.1         	-8.61 	71.89  	-3.55
38:54.9     	12:28:19.9         	-8.59 	71.47  	-3.71
38:55.8     	12:28:20.8         	-8.58 	71.23  	-3.85
38:56.7     	12:28:21.7         	-8.57 	70.45  	-3.79
38:57.6     	12:28:22.6         	-8.57 	70.33  	-3.86
38:58.5     	12:28:23.5         	-8.59 	69.63  	-3.85
38:59.5     	12:28:24.5         	-8.60 	69.57  	-3.92
39:00.4     	12:28:25.4         	-8.61 	69.29  	-3.86
39:01.3     	12:28:26.3         	-8.61 	69.25  	-3.84
39:02.2     	12:28:27.2         	-8.64 	69.57  	-3.83
39:03.0     	12:28:28.0         	-8.68 	69.34  	-3.67
39:03.9     	12:28:28.9         	-8.72 	69.69  	-3.55
39:04.8     	12:28:29.8         	-8.75 	70.40  	-3.50
39:05.7     	12:28:30.7         	-8.77 	71.15  	-3.63
39:06.6     	12:28:31.6         	-8.77 	70.99  	-3.70
39:07.5     	12:28:32.5         	-8.77 	71.01  	-3.96
39:08.4     	12:28:33.4         	-8.74 	69.97  	-4.17
39:09.3     	12:28:34.3         	-8.72 	69.11  	-4.26
39:10.2     	12:28:35.2         	-8.71 	68.40  	-4.24
39:11.5     	12:28:36.5         	-8.70 	67.69  	-4.01
39:12.4     	12:28:37.4         	-8.70 	67.69  	-4.01
39:13.4     	12:28:38.4         	--    	--     	-4.01
39:13.6     	12:28:38.6         	--    	--     	-4.01
39:13.8     	12:28:38.8         	-8.85 	66.53  	-3.68
39:14.7     	12:28:39.7         	-8.91 	64.67  	-3.35
39:15.4     	12:28:40.4         	-8.91 	62.80  	-3.35
39:15.6     	12:28:40.6         	-8.91 	62.80  	-3.35
39:16.5     	12:28:41.5         	-8.89 	67.47  	-3.95
39:17.4     	12:28:42.4         	-8.89 	67.23  	-4.03
39:18.3     	12:28:43.3         	-8.92 	67.55  	-4.12
39:19.2     	12:28:44.2         	-8.94 	67.59  	-4.17
39:20.1     	12:28:45.1         	-8.97 	67.85  	-4.22
39:21.0     	12:28:46.0         	-8.99 	67.74  	-4.20
39:21.8     	12:28:46.8         	-9.01 	67.95  	-4.19
39:22.7     	12:28:47.7         	-9.02 	67.95  	-4.18
39:23.6     	12:28:48.6         	-9.05 	68.30  	-4.27
39:24.5     	12:28:49.5         	-9.09 	68.12  	-4.22
39:25.4     	12:28:50.4         	-9.13 	68.60  	-4.23
39:26.3     	12:28:51.3         	-9.15 	68.47  	-4.17
39:27.2     	12:28:52.2         	-9.16 	68.99  	-4.38
39:28.4     	12:28:53.4         	-9.15 	69.52  	-4.47
39:29.5     	12:28:54.5         	-9.14 	69.52  	-4.47
39:30.4     	12:28:55.4         	-9.14 	69.52  	-4.47
39:31.3     	12:28:56.3         	--    	70.04  	-4.47
39:31.5     	12:28:56.5         	-9.41 	70.04  	--
39:31.7     	12:28:56.7         	-9.41 	--     	--
39:32.6     	12:28:57.6         	-9.29 	--     	--
39:33.5     	12:28:58.5         	-9.28 	69.76  	--
39:34.4     	12:28:59.4         	-9.28 	70.00  	--
39:34.5     	12:28:59.5         	-9.28 	70.00  	--
39:35.5     	12:29:00.5         	-9.28 	68.66  	-4.47
39:36.2     	12:29:01.2         	-9.28 	67.76  	-4.49
39:37.1     	12:29:02.1         	-9.30 	66.67  	-4.42
39:37.9     	12:29:02.9         	-9.34 	66.63  	-4.31
39:38.8     	12:29:03.8         	-9.37 	66.35  	-4.11
39:39.8     	12:29:04.8         	-9.40 	66.64  	-4.17
39:40.7     	12:29:05.7         	-9.43 	66.40  	-4.26
39:41.6     	12:29:06.6         	-9.45 	66.66  	-4.47
39:42.5     	12:29:07.5         	-9.47 	67.37  	-4.69
39:43.6     	12:29:08.6         	-9.48 	68.43  	-4.69
39:44.5     	12:29:09.5         	-9.48 	68.43  	-4.90
39:45.4     	12:29:10.4         	-9.48 	68.43  	-4.90
39:46.1     	12:29:11.1         	-9.47 	66.76  	-4.80
39:46.9     	12:29:11.9         	-9.48 	67.01  	-4.76
39:48.3     	12:29:13.3         	-9.49 	67.25  	-4.71
39:48.5     	12:29:13.5         	-9.49 	67.25  	-4.71
39:49.4     	12:29:14.4         	--    	--     	--
39:49.6     	12:29:14.6         	-9.68 	--     	--
39:50.5     	12:29:15.5         	-9.68 	--     	--
39:51.4     	12:29:16.4         	-9.68 	67.72  	--
39:52.5     	12:29:17.5         	-9.76 	67.77  	--
39:53.4     	12:29:18.4         	-9.76 	67.80  	-4.63
39:54.3     	12:29:19.3         	--    	67.80  	-4.63
39:55.0     	12:29:20.0         	-9.81 	68.98  	-4.58
39:56.0     	12:29:21.0         	-9.83 	69.10  	-4.58
39:57.3     	12:29:22.3         	-9.85 	69.22  	-4.58
39:57.5     	12:29:22.5         	-9.83 	69.22  	-4.58
39:57.7     	12:29:22.7         	-9.83 	--     	--
39:58.4     	12:29:23.4         	-9.83 	--     	--
39:58.6     	12:29:23.6         	-9.94 	--     	--
39:59.5     	12:29:24.5         	-9.94 	71.04  	-4.96
40:00.4     	12:29:25.4         	-9.97 	70.09  	-5.17
40:01.3     	12:29:26.3         	-10.00	70.20  	-5.33
40:02.2     	12:29:27.2         	-10.01	70.27  	-5.46
40:03.5     	12:29:28.5         	-10.02	70.34  	-5.40
40:04.4     	12:29:29.4         	-10.02	70.34  	-5.40
40:05.5     	12:29:30.5         	--    	--     	-5.40
40:06.2     	12:29:31.2         	--    	--     	-5.40
40:06.4     	12:29:31.4         	-10.09	--     	--
40:06.6     	12:29:31.6         	-10.09	--     	--
40:07.5     	12:29:32.5         	-10.15	--     	--
40:08.4     	12:29:33.4         	-10.15	68.12  	--
40:09.5     	12:29:34.5         	-10.15	68.19  	-4.92
40:10.5     	12:29:35.5         	-10.15	68.19  	-4.92
40:11.7     	12:29:36.7         	--    	68.19  	-5.32
40:12.3     	12:29:37.3         	--    	68.19  	-5.45
40:13.7     	12:29:38.7         	--    	68.19  	-5.58
40:14.3     	12:29:39.3         	--    	68.19  	-5.58
40:14.5     	12:29:39.5         	--    	--     	--
40:14.8     	12:29:39.8         	-10.27	68.19  	-5.70
40:15.7     	12:29:40.7         	-10.29	70.56  	-5.75
40:16.5     	12:29:41.5         	-10.30	70.04  	-5.72
40:17.4     	12:29:42.4         	-10.32	70.31  	-5.73
40:18.3     	12:29:43.3         	-10.35	70.10  	-5.74
40:19.4     	12:29:44.4         	-10.39	68.96  	-5.74
40:20.1     	12:29:45.1         	-10.46	69.72  	-5.33
40:21.0     	12:29:46.0         	-10.50	69.57  	-5.32
40:21.8     	12:29:46.8         	-10.54	68.79  	-5.26
40:22.8     	12:29:47.8         	-10.57	68.24  	-5.19
40:23.7     	12:29:48.7         	-10.58	66.81  	-5.16
40:24.6     	12:29:49.6         	-10.60	65.71  	-5.15
40:25.5     	12:29:50.5         	-10.60	63.47  	-5.10
40:26.4     	12:29:51.4         	-10.61	61.62  	-5.13
40:27.3     	12:29:52.3         	-10.60	60.35  	-5.21
40:28.2     	12:29:53.2         	-10.61	59.93  	-5.34
40:29.1     	12:29:54.1         	-10.62	59.83  	-5.57
40:30.0     	12:29:55.0         	-10.63	59.51  	-5.71
40:30.9     	12:29:55.9         	-10.63	59.40  	-5.79
40:31.8     	12:29:56.8         	-10.64	59.42  	-5.82
40:33.3     	12:29:58.3         	-10.75	59.44  	-5.86
40:33.5     	12:29:58.5         	-10.75	59.44  	-5.86
40:34.4     	12:29:59.4         	-10.72	59.01  	-5.58
40:35.3     	12:30:00.3         	-10.73	58.64  	-5.63
40:36.2     	12:30:01.2         	-10.73	58.42  	-5.86
40:37.1     	12:30:02.1         	-10.70	57.65  	-5.98
